id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price,
9431,Charles Street Suites,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Free parking', 'Public Wifi', 'Kitchenette']",1272 8 Ave S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6886422, -112.8260641)",300.0,
9432,Enid's B&B,4.5,Excellent,[''],3204 Lakehill Cres S ,Canada,Kimberley British Columbia,"(49.6745242, -112.7944796)",300.0,
9433,LUX Hotel,4.0,Very good,[''],4401 University Dr W ,Canada,Kimberley British Columbia,"(42.3155076, -71.0406209)",300.0,
9434,Elbas Farms Vacation Cottages and RV Park,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Suites', 'Microwave', 'Free parking', 'Public Wifi']",85021 Range Road 211 Lethbridge Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",300.0,
9435,Bridgeview RV Resort,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Paid Wifi', 'Children Activities (Kid / Family Friendly)', 'Pool', 'Public Wifi']",1501 2 Ave W Lethbridge Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",300.0,
9436,Mount Blakiston House at the University of Lethbridge,0.0,Bad,[''],4401 University Dr W ,Canada,Kimberley British Columbia,"(42.3155076, -71.0406209)",300.0,
9437,Hampton Inn & Suites by Hilton Barrie,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']",74 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3540363071372, -79.6939630216905)",105.0,
9438,Best Western Plus Barrie,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Electric vehicle charging station', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Pool']",35 Hart Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3805726801477, -79.7079590990768)",99.0,
9439,Horseshoe Resort,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Outdoor pool', 'Ski-In / Ski-Out', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Golf Course']",1101 Horseshoe Valley Rd W Barrie Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",300.0,
9440,Holiday Inn Barrie Hotel & Conference Centre,4.0,Very good,"['Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",20 Fairview Rd Barrie Ontario,Canada,Kimberley British Columbia,"(44.3625879455863, -79.6950116537948)",115.0,
9441,Monte Carlo Inn Barrie Suites,0.0,Bad,[''],81 Hart Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3774086659717, -79.7110554421414)",100.0,
9442,Holiday Inn Express & Suites Barrie,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Kitchenette']",506 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3312788820921, -79.6890424496618)",131.0,
9443,Fairfield Inn & Suites Barrie,0.0,Bad,[''],261 Essa Rd Barrie Ontario,Canada,Kimberley British Columbia,"(44.3563983, -79.6995663)",300.0,
9444,Four Points By Sheraton Barrie,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",60 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3553226, -79.6957867)",103.0,
9445,Super 8 by Wyndham Barrie,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Concierge', 'Heated pool', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Pool']",441 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3358584846323, -79.6905221269227)",300.0,
9446,Residence & Conference Centre - Barrie,3.5,Very good,"['Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Accessible rooms', 'Free Internet', 'Refrigerator in room', 'Microwave', 'Meeting rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites', 'Golf Course', 'Free parking', 'Public Wifi', 'Kitchenette']",101 Georgian Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.4143902461513, -79.6686438040729)",300.0,
9447,Three Wishes B&B,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Spa', 'Suites', 'Free parking', 'Public Wifi']",48 Steel St Barrie Ontario,Canada,Kimberley British Columbia,"(44.4026122666667, -79.6704837333333)",300.0,
9448,Clydesdale House,5.0,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Free parking']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9449,Richmond Manor Bed & Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Public Wifi']",16 Blake St Barrie Ontario,Canada,Kimberley British Columbia,"(44.3915921, -79.6769375)",300.0,
9450,Parkside House,5.0,Excellent,[''],15 Parkside Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.38744403, -79.69589684)",300.0,
9451,Travelodge Barrie On Bayfield,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Wheelchair Access', 'Pool', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Airport transportation', 'Indoor pool', 'Microwave', 'Free parking', 'Breakfast included']",300 Bayfield St Barrie Ontario,Canada,Kimberley British Columbia,"(44.4001652, -79.699736)",67.0,
9452,Barrie Motel,2.0,Poor,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Minibar']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9453,Water's Edge B & B,0.0,Bad,[''],2679 Lakeshore Rd E ,Canada,Kimberley British Columbia,"(44.5241811401693, -79.434357623316)",300.0,
9454,Travelodge Bracebridge,0.0,Bad,[''],320 Taylor Rd Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0525274, -79.2897307)",300.0,
9455,Wellington Inn,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Accessible rooms', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Breakfast Available', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9456,Cedar Lane Motel,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Outdoor pool', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Pool', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",729 Cedar Lane Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0127431, -79.2982999)",79.0,
9457,Knights Inn Bracebridge,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Breakfast included']",400 Manitoba St Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0446712, -79.3175712)",300.0,
9458,Bracebridge Inn,3.0,Average,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Public Wifi']",133 Manitoba St Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0446712, -79.3175712)",300.0,
9459,Touchstone Resort on Lake Muskoka,0.0,Bad,[''],1869 Muskoka Rd 118 W Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0518551, -79.4280566)",300.0,
9460,Inn at the Falls,3.5,Very good,"['Banquet Room', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Breakfast included', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Public Wifi']",8 Mahaffy Court Bracebridge Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",99.0,
9461,Spirit Bear Bed & Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Breakfast included']",67 Quebec St Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0387055, -79.3147512)",300.0,
9462,Brobst Forest Bed and Breakfast,5.0,Excellent,"['Air conditioning', 'Free High Speed Internet (WiFi)']",16 Brobst Forest Cres Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0290575, -79.3218966)",300.0,
9463,Patterson Kaye Resort by Regalton,0.0,Bad,[''],1360 Golden Beach Rd Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0379777, -79.3678548)",300.0,
9464,Tree Tops Bed & Breakfast,5.0,Excellent,"['Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Public Wifi']",1015 Melandaw Lane Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0115144, -79.3940385)",300.0,
9465,Best Western Plus Barclay Hotel,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool']",4277 Stamp Ave Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2538724, -124.8063179)",300.0,
9466,Cedar Wood Lodge Bed & Breakfast Inn & Conference Center,4.5,Excellent,"['Banquet Room', 'Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Family Rooms', 'Microwave', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking rooms', 'Suites', 'Golf Course', 'Conference Facilities', 'Public Wifi']",5895 River Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2647976, -124.8387135)",129.0,
9467,The Hospitality Inn,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Electric vehicle charging station', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Outdoor pool', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Public Wifi']",3835 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2454545, -124.7922571)",300.0,
9468,Somass Motel & RV,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Business Centre with Internet Access', 'Refrigerator in room', 'Outdoor pool', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Pool', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",5279 River Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.260644, -124.822426)",300.0,
9469,Redford Motel & RV,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Wheelchair Access', 'Business Centre with Internet Access', 'Refrigerator in room', 'Microwave', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Suites', 'Golf Course', 'Free parking', 'Kitchenette']",3723 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2516291, -124.7803882)",90.0,
9470,Tyee Village Motel,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Restaurant', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Pool', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Suites', 'Smoking rooms available', 'Microwave', 'Free parking', 'Kitchenette']",4151 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.24550805, -124.796233474681)",85.0,
9471,Hummingbird Guesthouse,4.0,Very good,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking']",5769 River Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.263228, -124.8356178)",300.0,
9472,Char's Landing Guesthouse,4.5,Excellent,[''],4815 Argyle St ,Canada,Kimberley British Columbia,"(49.213724, -123.072042)",300.0,
9473,Sproat Lake Landing Resort,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Breakfast included', 'Concierge', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Breakfast Available', 'Free parking', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Public Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Minibar']",10695 Lakeshore Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2752173, -124.961249)",300.0,
9474,Sequoia House Bed & Breakfast,5.0,Excellent,"['Bar/Lounge', 'Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi']",3591 17th Ave Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2419111, -124.7891279)",300.0,
9475,Inntorestin B&B,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Public Wifi']",3590 Estevan Dr Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2419287, -124.7877559)",300.0,
9476,Strathcona Street Bed and Breakfast,5.0,Excellent,[''],6000 Strathcona St ,Canada,Kimberley British Columbia,"(55.8920442, -4.3223114)",300.0,
9477,Riverside Lodge B&B,4.0,Very good,"['Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Concierge']",6150 Ferguson Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2843911, -124.8606704)",300.0,
9478,Timberlodge & RV Campground,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Bar/Lounge', 'Non-smoking hotel', 'Restaurant', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Pool', 'Free parking']",2404 Timberlane Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2643901, -124.7551389)",84.0,
9479,A-1 Alberni Inn,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Public Wifi', 'Kitchenette']",3805 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2454223, -124.7907062)",89.0,
9480,Beaver Hut Bed And Breakfast,0.0,Bad,[''],8188 Sheila Way ,Canada,Kimberley British Columbia,"(43.7417214, -121.541353)",300.0,
9481,Stamp Falls B & B,0.0,Bad,[''],7890 Beaver Creek Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2598028, -124.817108)",300.0,
9482,The Roses Bed & Breakfast,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Suites', 'Free parking', 'Public Wifi']",5570 Kitsuksis St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
