id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price,
9372,Lakeshore Boutique Inn Inc,0.0,Bad,[''],2125 Bealby Point Rd ,Canada,Kimberley British Columbia,"(49.5100282, -117.2682176)",300.0,
9373,Best Western Plus Baker Street Inn & Convention Centre,0.0,Bad,[''],153 Baker St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4903712, -117.29908400093)",155.0,
9374,Hume Hotel & Spa,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9375,Alpine Inn and Suites,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Accessible rooms', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",1120 Mines Rd Nelson British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",84.0,
9376,Prestige Lakeside Resort,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Concierge', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",701 Lakeside Dr Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4974169, -117.2931244)",160.0,
9377,Cloudside Hotel,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Public Wifi']",410 Victoria St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4912147, -117.2933311)",300.0,
9378,Mistiso's Place Vacation Rentals,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Kitchenette']",811 Vernon St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4928566, -117.2947616)",300.0,
9379,Kokanee Glacier Resort,4.5,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",2615 3a Hwy Nelson British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9380,The Blaylock Mansion,4.5,Excellent,"['Non-smoking hotel', 'Family Rooms', 'Outdoor pool', 'Free High Speed Internet (WiFi)', 'Tennis Court', 'Non-smoking rooms', 'Suites', 'Breakfast Available', 'Pool', 'Free parking', 'Public Wifi']",1679 3a Hwy Nelson British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9381,Prestige Inn Nelson,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Wheelchair Access', 'Dry Cleaning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Concierge']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9382,The Adventure Hotel,4.0,Very good,"['Banquet Room', 'Bar/Lounge', 'Restaurant', 'Air conditioning', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking rooms', 'Room service', 'Golf Course', 'Conference Facilities', 'Public Wifi']",616 Vernon St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.493615, -117.2920549)",88.0,
9383,Bella Villa  Motel & Resort,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Microwave', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Public Wifi', 'Kitchenette']",6904 Ponderosa Dr Osoyoos British Columbia,Canada,Kimberley British Columbia,"(49.0293311, -119.4515305)",300.0,
9384,Willow Point Beach House,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Minibar', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Smoking rooms available', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",234 Nelson British Columbia,Canada,Kimberley British Columbia,"(49.494891, -117.290039)",300.0,
9385,Beach Taghum B&B,5.0,Excellent,"['Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9386,Victoria Falls Guesthouse,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Kitchenette']",203 Victoria St Nelson British Columbia,Canada,Kimberley British Columbia,"(49.4912147, -117.2933311)",300.0,
9387,Forest Golf Club & Inn,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Bar/Lounge', 'Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Indoor pool', 'Sauna', 'Wheelchair Access', 'Tennis Court', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Pool', 'Golf Course', 'Free parking']",102 Main St S Ontario,Canada,Kimberley British Columbia,"(43.9817706, -80.7352831)",127.0,
9388,Oakwood Resort,0.0,Bad,[''],70671 Bluewater Highway Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",300.0,
9389,Pine Dale Motor Inn,0.0,Bad,[''],107 Ontario Street South Ontario,Canada,Kimberley British Columbia,"(43.3072711, -81.7610724)",300.0,
9390,The Pinewood,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Wheelchair Access', 'Accessible rooms', 'Refrigerator in room', 'Outdoor pool', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Pool', 'Microwave', 'Free parking', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9391,Amber Hotel,3.0,Average,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking']",99 Ontario Street South Ontario,Canada,Kimberley British Columbia,"(43.516489, -79.874795)",300.0,
9392,Hotel Levesque,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Electric vehicle charging station', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",171 Fraser St Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",120.0,
9393,Auberge Internationale Rivire-du-Loup,4.0,Very good,"['Non-smoking hotel', 'Laundry Service', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Shuttle Bus Service']",4 Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8358164, -69.5368025)",60.0,
9394,Auberge de la Pointe,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Banquet Room', 'Restaurant', 'Heated pool', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool']",10 boulevard Cartier Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8619736, -69.549054)",300.0,
9395,Quality Inn & Suites Downtown,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Kitchenette']",150 Euston St Charlottetown Prince Edward Island,Canada,Kimberley British Columbia,"(46.2381318, -63.1287810001625)",300.0,
9396,Motel Loupi,4.5,Excellent,"['Non-smoking hotel', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Public Wifi']",50 rue de l'Ancrage Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8566213, -69.547586)",300.0,
9397,Hotel Universel,4.0,Very good,"['Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Electric vehicle charging station', 'Concierge', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",31 Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(47.8358164, -69.5368025)",114.0,
9398,Comfort Inn Riviere-du-Loup,3.5,Very good,"['Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Wheelchair Access', 'Business Centre with Internet Access', 'Dry Cleaning', 'Refrigerator in room', 'Microwave', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Multilingual Staff', 'Breakfast Available', 'Golf Course', 'Free parking', 'Public Wifi', 'Accessible rooms']",85 boul. Cartier Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",95.0,
9399,Motel Au Fleuve D'Argent Et Chalets,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Breakfast included', 'Air conditioning', 'Refrigerator in room', 'Outdoor pool', 'Microwave', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Free parking', 'Public Wifi', 'Kitchenette']",202 rue Frase Riviere du Loup Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",300.0,
9400,Alpen Motel,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi', 'Accessible rooms']",5022 Highway 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6226467, -116.0709633)",300.0,
9401,Radius,5.0,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Free parking']",7058 Hwy 95 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6454079087094, -116.07795724982)",300.0,
9402,Sunset Motel,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",4883 McKay Street Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.618174722104, -116.070024719198)",300.0,
9403,Crystal Springs Motel,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Breakfast included', 'Air conditioning', 'Wheelchair Access', 'Accessible rooms', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Public Wifi', 'Kitchenette']",4852 Radium Blvd Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6206283, -116.0745664)",300.0,
9404,Radium Chalet,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Dry Cleaning', 'Accessible rooms', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Suites', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']",5063 Madsen Road Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9405,Gables Motel,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Minibar', 'Accessible rooms']",5028 Hwy. 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6226467, -116.0709633)",300.0,
9406,Misty River Lodge,4.5,Excellent,"['Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Kitchenette']",5036 Hwy 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6295138, -116.0646373)",300.0,
9407,Rocky Mountain Springs Lodge and Restaurant,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Bar/Lounge', 'Restaurant', 'Air conditioning', 'Non-smoking hotel', 'Breakfast included', 'Wheelchair Access', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Multilingual Staff', 'Microwave', 'Free parking', 'Public Wifi']",5067 Madsen Rd. Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9408,Nipika Mountain Resort,5.0,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Sauna', 'Refrigerator in room', 'Family Rooms', 'Meeting rooms', 'Ski-In / Ski-Out', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Free parking', 'Kitchenette']",9200 Settlers Road Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9409,Lido Motel,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Accessible rooms', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Microwave', 'Free parking', 'Kitchenette']",4876 McKay Street Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6180062183644, -116.069920832937)",300.0,
9410,Motel Tyrol,4.5,Excellent,"['Heated pool', 'Refrigerator in room', 'Outdoor pool', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Suites', 'Pool', 'Microwave', 'Free parking', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9411,Radium Elk Park B & B,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Golf Course', 'Free parking', 'Breakfast included']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9412,Celadon Lodge,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Breakfast Available', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",5000 Highway 93 Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.6255298, -116.0671531)",300.0,
9413,Mountain Springs Motel,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",4870 Radium Blvd Radium Hot Springs British Columbia,Canada,Kimberley British Columbia,"(50.620727, -116.0742325)",300.0,
9414,Holiday Inn Express Lethbridge,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Airport transportation', 'Microwave', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Shuttle Bus Service', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']",120 Stafford Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6930615, -112.8336433)",300.0,
9415,Hampton Inn & Suites by Hilton Lethbridge,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']",4073 2 Ave S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6968044, -112.7823648)",300.0,
9416,Best Western Plus Service Inn & Suites,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Airport transportation', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Shuttle Bus Service', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Public Wifi']",209 41 St S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6951745, -112.7818651)",300.0,
9417,Ramada by Wyndham Lethbridge,3.5,Very good,"['Restaurant', 'Non-smoking hotel', 'Wheelchair Access', 'Sauna', 'Dry Cleaning', 'Business Centre with Internet Access', 'Fitness Centre with Gym / Workout Room', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Breakfast Available', 'Microwave', 'Free parking', 'Breakfast included']",1303 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9418,Sandman Hotel Lethbridge,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Pool', 'Public Wifi']",421 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9419,Travelodge Lethbridge,3.5,Very good,"['Bar/Lounge', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Wheelchair Access', 'Family Rooms', 'Microwave', 'Fitness Centre with Gym / Workout Room', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Free parking', 'Breakfast included']",1009 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9420,Fairfield Inn & Suites by Marriott Lethbridge,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Public Wifi']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9421,Super 8 by Wyndham Lethbridge,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Smoking rooms available', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Breakfast Available', 'Indoor pool', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']",1030 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9422,Superlodge Lethbridge,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Bar/Lounge', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Dry Cleaning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']",2210 7 Ave S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6894677, -112.8161863)",300.0,
9423,Holiday Inn Lethbridge,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Microwave', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Shuttle Bus Service', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool']",2375 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",119.0,
9424,Knights Inn Lethbridge,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Business Centre with Internet Access', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Breakfast included']",1026 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9425,Motel 6 Lethbridge AB,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Wheelchair Access', 'Business Centre with Internet Access', 'Accessible rooms', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Pool', 'Microwave', 'Free parking', 'Kitchenette']",1142 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9426,Chinook Motel,3.0,Average,"['Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Sauna', 'Business Centre with Internet Access', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Spa', 'Golf Course', 'Public Wifi']",1245 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9427,Coast Lethbridge Hotel & Conference Centre,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool']",526 Mayor Magrath Drive South Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6595203, -112.7932427)",300.0,
9428,Premier Inn And Suites,4.0,Very good,"['Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Wheelchair Access', 'Business Centre with Internet Access', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Breakfast Available', 'Microwave', 'Free parking', 'Breakfast included']",2225 Mayor Magrath Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6758855, -112.8014046)",300.0,
9429,Paradise Canyon Golf Resort,4.0,Very good,"['Restaurant', 'Non-smoking hotel', 'Paid Wifi', 'Air conditioning', 'Refrigerator in room', 'Microwave', 'Fitness Centre with Gym / Workout Room', 'Tennis Court', 'Non-smoking rooms', 'Paid Internet', 'Hot Tub', 'Suites', 'Pool', 'Golf Course', 'Free parking', 'Kitchenette']",185 Canyon Blvd W Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6545992, -112.8466336)",300.0,
9430,Sandman Signature Lethbridge Lodge,3.0,Average,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",320 Scenic Dr S Lethbridge Alberta,Canada,Kimberley British Columbia,"(49.6940949, -112.8447582)",300.0,
